week,state,state_name,disease,cases,incidence_per_capita
197112,ND,NORTH DAKOTA,HEPATITIS A,2,0.32
197112,NE,NEBRASKA,HEPATITIS A,2,0.13
197112,NH,NEW HAMPSHIRE,HEPATITIS A,1,0.13
197112,NJ,NEW JERSEY,HEPATITIS A,72,0.98
197112,NM,NEW MEXICO,HEPATITIS A,1,0.09
197112,NV,NEVADA,HEPATITIS A,1,0.18
197112,NY,NEW YORK,HEPATITIS A,110,0.6
197112,OH,OHIO,HEPATITIS A,34,0.32
197112,OK,OKLAHOMA,HEPATITIS A,14,0.53
197112,OR,OREGON,HEPATITIS A,24,1.09
197112,PA,PENNSYLVANIA,HEPATITIS A,41,0.34
197112,RI,RHODE ISLAND,HEPATITIS A,20,2.05
197112,SC,SOUTH CAROLINA,HEPATITIS A,2,0.07
197112,SD,SOUTH DAKOTA,HEPATITIS A,3,0.44
197112,TN,TENNESSEE,HEPATITIS A,26,0.63
197112,TX,TEXAS,HEPATITIS A,137,1.17
197112,UT,UTAH,HEPATITIS A,10,0.88
197112,VA,VIRGINIA,HEPATITIS A,13,0.27
197112,VT,VERMONT,HEPATITIS A,6,1.3
197112,WA,WASHINGTON,HEPATITIS A,13,0.38
197112,WI,WISCONSIN,HEPATITIS A,13,0.29
197112,WV,WEST VIRGINIA,HEPATITIS A,16,0.89
197113,AK,ALASKA,HEPATITIS A,2,0.62
197113,AL,ALABAMA,HEPATITIS A,9,0.25
197113,AZ,ARIZONA,HEPATITIS A,22,1.1
197113,CA,CALIFORNIA,HEPATITIS A,204,0.99
197113,CO,COLORADO,HEPATITIS A,13,0.54
197113,CT,CONNECTICUT,HEPATITIS A,19,0.62
197113,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.27
197113,DE,DELAWARE,HEPATITIS A,2,0.35
197113,FL,FLORIDA,HEPATITIS A,38,0.51
197113,GA,GEORGIA,HEPATITIS A,6,0.12
197113,HI,HAWAII,HEPATITIS A,3,0.36
197113,IA,IOWA,HEPATITIS A,4,0.14
197113,IL,ILLINOIS,HEPATITIS A,36,0.32
197113,IN,INDIANA,HEPATITIS A,14,0.26
197113,KS,KANSAS,HEPATITIS A,12,0.53
197113,KY,KENTUCKY,HEPATITIS A,22,0.66
197113,LA,LOUISIANA,HEPATITIS A,11,0.29
197113,MA,MASSACHUSETTS,HEPATITIS A,36,0.62
197113,MD,MARYLAND,HEPATITIS A,23,0.56
197113,ME,MAINE,HEPATITIS A,6,0.58
197113,MI,MICHIGAN,HEPATITIS A,111,1.23
197113,MN,MINNESOTA,HEPATITIS A,6,0.16
197113,MO,MISSOURI,HEPATITIS A,20,0.42
197113,MS,MISSISSIPPI,HEPATITIS A,1,0.04
197113,MT,MONTANA,HEPATITIS A,3,0.42
197113,NC,NORTH CAROLINA,HEPATITIS A,23,0.43
197113,ND,NORTH DAKOTA,HEPATITIS A,1,0.16
197113,NH,NEW HAMPSHIRE,HEPATITIS A,4,0.51
197113,NJ,NEW JERSEY,HEPATITIS A,81,1.1
197113,NM,NEW MEXICO,HEPATITIS A,15,1.39
197113,NY,NEW YORK,HEPATITIS A,75,0.41
197113,OH,OHIO,HEPATITIS A,38,0.35
197113,OK,OKLAHOMA,HEPATITIS A,3,0.11
197113,OR,OREGON,HEPATITIS A,14,0.64
197113,PA,PENNSYLVANIA,HEPATITIS A,94,0.79
197113,RI,RHODE ISLAND,HEPATITIS A,8,0.82
197113,SC,SOUTH CAROLINA,HEPATITIS A,6,0.22
197113,TN,TENNESSEE,HEPATITIS A,23,0.56
197113,TX,TEXAS,HEPATITIS A,39,0.33
197113,UT,UTAH,HEPATITIS A,14,1.23
197113,VA,VIRGINIA,HEPATITIS A,36,0.75
197113,VT,VERMONT,HEPATITIS A,6,1.3
197113,WA,WASHINGTON,HEPATITIS A,15,0.44
197113,WI,WISCONSIN,HEPATITIS A,11,0.24
197113,WV,WEST VIRGINIA,HEPATITIS A,18,1
197114,AK,ALASKA,HEPATITIS A,2,0.62
197114,AL,ALABAMA,HEPATITIS A,2,0.06
197114,AR,ARKANSAS,HEPATITIS A,1,0.05
197114,AZ,ARIZONA,HEPATITIS A,19,0.95
197114,CA,CALIFORNIA,HEPATITIS A,175,0.85
197114,CO,COLORADO,HEPATITIS A,25,1.04
197114,CT,CONNECTICUT,HEPATITIS A,14,0.46
197114,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.27
197114,DE,DELAWARE,HEPATITIS A,1,0.17
197114,FL,FLORIDA,HEPATITIS A,17,0.23
197114,GA,GEORGIA,HEPATITIS A,17,0.35
197114,HI,HAWAII,HEPATITIS A,4,0.48
197114,IA,IOWA,HEPATITIS A,6,0.21
197114,ID,IDAHO,HEPATITIS A,10,1.31
197114,IL,ILLINOIS,HEPATITIS A,25,0.22
197114,IN,INDIANA,HEPATITIS A,19,0.36
197114,KS,KANSAS,HEPATITIS A,6,0.27
197114,KY,KENTUCKY,HEPATITIS A,23,0.69
197114,MA,MASSACHUSETTS,HEPATITIS A,24,0.42
197114,MD,MARYLAND,HEPATITIS A,28,0.69
197114,ME,MAINE,HEPATITIS A,8,0.77
197114,MI,MICHIGAN,HEPATITIS A,79,0.87
197114,MN,MINNESOTA,HEPATITIS A,2,0.05
197114,MO,MISSOURI,HEPATITIS A,6,0.13
197114,MS,MISSISSIPPI,HEPATITIS A,7,0.3
197114,MT,MONTANA,HEPATITIS A,1,0.14
197114,NC,NORTH CAROLINA,HEPATITIS A,24,0.45
197114,ND,NORTH DAKOTA,HEPATITIS A,6,0.95
197114,NE,NEBRASKA,HEPATITIS A,6,0.39
197114,NH,NEW HAMPSHIRE,HEPATITIS A,10,1.28
197114,NJ,NEW JERSEY,HEPATITIS A,40,0.55
197114,NM,NEW MEXICO,HEPATITIS A,4,0.37
197114,NV,NEVADA,HEPATITIS A,1,0.18
197114,NY,NEW YORK,HEPATITIS A,86,0.47
197114,OH,OHIO,HEPATITIS A,32,0.3
197114,OK,OKLAHOMA,HEPATITIS A,9,0.34
197114,OR,OREGON,HEPATITIS A,33,1.5
197114,PA,PENNSYLVANIA,HEPATITIS A,46,0.39
197114,RI,RHODE ISLAND,HEPATITIS A,18,1.85
197114,SC,SOUTH CAROLINA,HEPATITIS A,6,0.22
197114,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15
197114,TN,TENNESSEE,HEPATITIS A,15,0.37
197114,TX,TEXAS,HEPATITIS A,83,0.71
197114,UT,UTAH,HEPATITIS A,14,1.23
197114,VA,VIRGINIA,HEPATITIS A,13,0.27
197114,VT,VERMONT,HEPATITIS A,6,1.3
197114,WA,WASHINGTON,HEPATITIS A,20,0.58
197114,WI,WISCONSIN,HEPATITIS A,11,0.24
197114,WV,WEST VIRGINIA,HEPATITIS A,6,0.33
197114,WY,WYOMING,HEPATITIS A,1,0.29
197115,AK,ALASKA,HEPATITIS A,2,0.62
197115,AL,ALABAMA,HEPATITIS A,12,0.34
197115,AR,ARKANSAS,HEPATITIS A,4,0.2
197115,AZ,ARIZONA,HEPATITIS A,11,0.55
197115,CA,CALIFORNIA,HEPATITIS A,173,0.84
197115,CO,COLORADO,HEPATITIS A,15,0.62
197115,CT,CONNECTICUT,HEPATITIS A,14,0.46
197115,DE,DELAWARE,HEPATITIS A,6,1.05
197115,FL,FLORIDA,HEPATITIS A,57,0.76
197115,GA,GEORGIA,HEPATITIS A,26,0.54
197115,HI,HAWAII,HEPATITIS A,11,1.33
197115,IA,IOWA,HEPATITIS A,2,0.07
197115,ID,IDAHO,HEPATITIS A,8,1.05
197115,IL,ILLINOIS,HEPATITIS A,40,0.36
197115,IN,INDIANA,HEPATITIS A,11,0.21
197115,KS,KANSAS,HEPATITIS A,23,1.02
197115,KY,KENTUCKY,HEPATITIS A,20,0.6
197115,LA,LOUISIANA,HEPATITIS A,31,0.82
197115,MA,MASSACHUSETTS,HEPATITIS A,30,0.52
197115,MD,MARYLAND,HEPATITIS A,23,0.56
197115,ME,MAINE,HEPATITIS A,7,0.68
197115,MI,MICHIGAN,HEPATITIS A,89,0.99
197115,MN,MINNESOTA,HEPATITIS A,5,0.13
197115,MO,MISSOURI,HEPATITIS A,6,0.13
197115,MS,MISSISSIPPI,HEPATITIS A,5,0.22
197115,MT,MONTANA,HEPATITIS A,4,0.56
197115,NC,NORTH CAROLINA,HEPATITIS A,10,0.19
197115,ND,NORTH DAKOTA,HEPATITIS A,1,0.16
197115,NE,NEBRASKA,HEPATITIS A,7,0.46
197115,NH,NEW HAMPSHIRE,HEPATITIS A,8,1.02
197115,NJ,NEW JERSEY,HEPATITIS A,58,0.79
197115,NM,NEW MEXICO,HEPATITIS A,25,2.32
197115,NV,NEVADA,HEPATITIS A,7,1.28
197115,NY,NEW YORK,HEPATITIS A,102,0.56
197115,OH,OHIO,HEPATITIS A,45,0.42
197115,OK,OKLAHOMA,HEPATITIS A,21,0.79
197115,OR,OREGON,HEPATITIS A,31,1.41
197115,PA,PENNSYLVANIA,HEPATITIS A,71,0.6
197115,RI,RHODE ISLAND,HEPATITIS A,11,1.13
197115,SC,SOUTH CAROLINA,HEPATITIS A,8,0.29
197115,TN,TENNESSEE,HEPATITIS A,34,0.83
197115,TX,TEXAS,HEPATITIS A,101,0.86
197115,UT,UTAH,HEPATITIS A,14,1.23
197115,VA,VIRGINIA,HEPATITIS A,26,0.54
197115,VT,VERMONT,HEPATITIS A,6,1.3
197115,WA,WASHINGTON,HEPATITIS A,40,1.16
197115,WI,WISCONSIN,HEPATITIS A,7,0.16
197115,WV,WEST VIRGINIA,HEPATITIS A,5,0.28
197116,AK,ALASKA,HEPATITIS A,2,0.62
197116,AL,ALABAMA,HEPATITIS A,4,0.11
197116,AR,ARKANSAS,HEPATITIS A,3,0.15
197116,AZ,ARIZONA,HEPATITIS A,21,1.05
197116,CA,CALIFORNIA,HEPATITIS A,167,0.81
197116,CO,COLORADO,HEPATITIS A,17,0.71
197116,CT,CONNECTICUT,HEPATITIS A,17,0.55
197116,DC,DISTRICT OF COLUMBIA,HEPATITIS A,1,0.13
197116,DE,DELAWARE,HEPATITIS A,3,0.52
197116,FL,FLORIDA,HEPATITIS A,54,0.72
197116,GA,GEORGIA,HEPATITIS A,7,0.15
197116,HI,HAWAII,HEPATITIS A,2,0.24
197116,IA,IOWA,HEPATITIS A,8,0.28
197116,ID,IDAHO,HEPATITIS A,9,1.18
197116,IL,ILLINOIS,HEPATITIS A,17,0.15
197116,IN,INDIANA,HEPATITIS A,11,0.21
197116,KS,KANSAS,HEPATITIS A,4,0.18
197116,KY,KENTUCKY,HEPATITIS A,11,0.33
197116,LA,LOUISIANA,HEPATITIS A,7,0.19
197116,MA,MASSACHUSETTS,HEPATITIS A,18,0.31
197116,MD,MARYLAND,HEPATITIS A,17,0.42
197116,ME,MAINE,HEPATITIS A,8,0.77
197116,MI,MICHIGAN,HEPATITIS A,88,0.97
197116,MN,MINNESOTA,HEPATITIS A,12,0.31
197116,MO,MISSOURI,HEPATITIS A,19,0.4
197116,MS,MISSISSIPPI,HEPATITIS A,4,0.17
197116,MT,MONTANA,HEPATITIS A,1,0.14
197116,NC,NORTH CAROLINA,HEPATITIS A,26,0.49
197116,ND,NORTH DAKOTA,HEPATITIS A,1,0.16
197116,NE,NEBRASKA,HEPATITIS A,5,0.33
197116,NH,NEW HAMPSHIRE,HEPATITIS A,2,0.26
197116,NJ,NEW JERSEY,HEPATITIS A,80,1.09
197116,NM,NEW MEXICO,HEPATITIS A,11,1.02
197116,NV,NEVADA,HEPATITIS A,1,0.18
197116,NY,NEW YORK,HEPATITIS A,99,0.54
197116,OH,OHIO,HEPATITIS A,37,0.34
197116,OK,OKLAHOMA,HEPATITIS A,19,0.71
197116,OR,OREGON,HEPATITIS A,32,1.46
197116,PA,PENNSYLVANIA,HEPATITIS A,29,0.24
197116,RI,RHODE ISLAND,HEPATITIS A,9,0.92
197116,SC,SOUTH CAROLINA,HEPATITIS A,11,0.4
197116,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15
197116,TN,TENNESSEE,HEPATITIS A,22,0.54
197116,TX,TEXAS,HEPATITIS A,73,0.62
197116,UT,UTAH,HEPATITIS A,11,0.97
197116,VA,VIRGINIA,HEPATITIS A,30,0.62
197116,VT,VERMONT,HEPATITIS A,5,1.08
197116,WA,WASHINGTON,HEPATITIS A,11,0.32
197116,WI,WISCONSIN,HEPATITIS A,15,0.33
197116,WV,WEST VIRGINIA,HEPATITIS A,6,0.33
197116,WY,WYOMING,HEPATITIS A,6,1.73
197117,AL,ALABAMA,HEPATITIS A,5,0.14
197117,AR,ARKANSAS,HEPATITIS A,5,0.25
197117,AZ,ARIZONA,HEPATITIS A,19,0.95
197117,CA,CALIFORNIA,HEPATITIS A,184,0.89
197117,CO,COLORADO,HEPATITIS A,32,1.33
197117,CT,CONNECTICUT,HEPATITIS A,21,0.68
197117,DC,DISTRICT OF COLUMBIA,HEPATITIS A,2,0.27
197117,DE,DELAWARE,HEPATITIS A,2,0.35
197117,FL,FLORIDA,HEPATITIS A,61,0.81
197117,GA,GEORGIA,HEPATITIS A,28,0.58
197117,HI,HAWAII,HEPATITIS A,1,0.12
197117,IA,IOWA,HEPATITIS A,5,0.17
197117,ID,IDAHO,HEPATITIS A,5,0.66
197117,IL,ILLINOIS,HEPATITIS A,68,0.6
197117,IN,INDIANA,HEPATITIS A,4,0.08
197117,KS,KANSAS,HEPATITIS A,6,0.27
197117,KY,KENTUCKY,HEPATITIS A,7,0.21
197117,LA,LOUISIANA,HEPATITIS A,8,0.21
197117,MA,MASSACHUSETTS,HEPATITIS A,33,0.57
197117,MD,MARYLAND,HEPATITIS A,13,0.32
197117,ME,MAINE,HEPATITIS A,10,0.97
197117,MI,MICHIGAN,HEPATITIS A,71,0.79
197117,MN,MINNESOTA,HEPATITIS A,7,0.18
197117,MO,MISSOURI,HEPATITIS A,8,0.17
197117,MS,MISSISSIPPI,HEPATITIS A,8,0.35
197117,MT,MONTANA,HEPATITIS A,6,0.83
197117,NC,NORTH CAROLINA,HEPATITIS A,29,0.55
197117,ND,NORTH DAKOTA,HEPATITIS A,2,0.32
197117,NE,NEBRASKA,HEPATITIS A,5,0.33
197117,NH,NEW HAMPSHIRE,HEPATITIS A,7,0.9
197117,NJ,NEW JERSEY,HEPATITIS A,75,1.02
197117,NM,NEW MEXICO,HEPATITIS A,12,1.11
197117,NY,NEW YORK,HEPATITIS A,119,0.65
197117,OH,OHIO,HEPATITIS A,51,0.47
197117,OK,OKLAHOMA,HEPATITIS A,16,0.6
197117,OR,OREGON,HEPATITIS A,29,1.32
197117,PA,PENNSYLVANIA,HEPATITIS A,92,0.77
197117,RI,RHODE ISLAND,HEPATITIS A,21,2.15
197117,SC,SOUTH CAROLINA,HEPATITIS A,12,0.44
197117,SD,SOUTH DAKOTA,HEPATITIS A,5,0.74
197117,TN,TENNESSEE,HEPATITIS A,18,0.44
197117,TX,TEXAS,HEPATITIS A,115,0.98
197117,UT,UTAH,HEPATITIS A,11,0.97
197117,VA,VIRGINIA,HEPATITIS A,23,0.48
197117,VT,VERMONT,HEPATITIS A,6,1.3
197117,WA,WASHINGTON,HEPATITIS A,26,0.75
197117,WI,WISCONSIN,HEPATITIS A,10,0.22
197117,WV,WEST VIRGINIA,HEPATITIS A,3,0.17
197117,WY,WYOMING,HEPATITIS A,1,0.29
197118,AK,ALASKA,HEPATITIS A,2,0.62
197118,AL,ALABAMA,HEPATITIS A,11,0.31
197118,AR,ARKANSAS,HEPATITIS A,3,0.15
197118,AZ,ARIZONA,HEPATITIS A,16,0.8
197118,CA,CALIFORNIA,HEPATITIS A,174,0.85
197118,CT,CONNECTICUT,HEPATITIS A,20,0.65
197118,DE,DELAWARE,HEPATITIS A,4,0.7
197118,FL,FLORIDA,HEPATITIS A,26,0.35
197118,GA,GEORGIA,HEPATITIS A,13,0.27
197118,HI,HAWAII,HEPATITIS A,10,1.21
197118,IA,IOWA,HEPATITIS A,3,0.1
197118,ID,IDAHO,HEPATITIS A,12,1.57
197118,IL,ILLINOIS,HEPATITIS A,49,0.44
197118,IN,INDIANA,HEPATITIS A,14,0.26
197118,KS,KANSAS,HEPATITIS A,7,0.31
197118,KY,KENTUCKY,HEPATITIS A,10,0.3
197118,LA,LOUISIANA,HEPATITIS A,11,0.29
197118,MA,MASSACHUSETTS,HEPATITIS A,39,0.68
197118,MD,MARYLAND,HEPATITIS A,31,0.76
197118,ME,MAINE,HEPATITIS A,8,0.77
197118,MI,MICHIGAN,HEPATITIS A,95,1.05
197118,MN,MINNESOTA,HEPATITIS A,8,0.21
197118,MO,MISSOURI,HEPATITIS A,12,0.25
197118,MS,MISSISSIPPI,HEPATITIS A,4,0.17
197118,MT,MONTANA,HEPATITIS A,1,0.14
197118,NC,NORTH CAROLINA,HEPATITIS A,23,0.43
197118,ND,NORTH DAKOTA,HEPATITIS A,5,0.79
197118,NE,NEBRASKA,HEPATITIS A,3,0.2
197118,NH,NEW HAMPSHIRE,HEPATITIS A,7,0.9
197118,NJ,NEW JERSEY,HEPATITIS A,49,0.67
197118,NM,NEW MEXICO,HEPATITIS A,9,0.83
197118,NY,NEW YORK,HEPATITIS A,98,0.53
197118,OH,OHIO,HEPATITIS A,29,0.27
197118,OK,OKLAHOMA,HEPATITIS A,10,0.38
197118,OR,OREGON,HEPATITIS A,41,1.87
197118,PA,PENNSYLVANIA,HEPATITIS A,34,0.29
197118,RI,RHODE ISLAND,HEPATITIS A,14,1.44
197118,SC,SOUTH CAROLINA,HEPATITIS A,2,0.07
197118,SD,SOUTH DAKOTA,HEPATITIS A,2,0.3
197118,TN,TENNESSEE,HEPATITIS A,26,0.63
197118,TX,TEXAS,HEPATITIS A,93,0.79
197118,UT,UTAH,HEPATITIS A,11,0.97
197118,VA,VIRGINIA,HEPATITIS A,43,0.89
197118,VT,VERMONT,HEPATITIS A,13,2.81
197118,WA,WASHINGTON,HEPATITIS A,44,1.28
197118,WI,WISCONSIN,HEPATITIS A,8,0.18
197118,WV,WEST VIRGINIA,HEPATITIS A,15,0.83
197118,WY,WYOMING,HEPATITIS A,3,0.86
197119,AL,ALABAMA,HEPATITIS A,15,0.42
197119,AR,ARKANSAS,HEPATITIS A,5,0.25
197119,AZ,ARIZONA,HEPATITIS A,11,0.55
197119,CA,CALIFORNIA,HEPATITIS A,169,0.82
197119,CO,COLORADO,HEPATITIS A,31,1.29
197119,CT,CONNECTICUT,HEPATITIS A,17,0.55
197119,DC,DISTRICT OF COLUMBIA,HEPATITIS A,3,0.4
197119,DE,DELAWARE,HEPATITIS A,4,0.7
197119,FL,FLORIDA,HEPATITIS A,54,0.72
197119,GA,GEORGIA,HEPATITIS A,15,0.31
197119,HI,HAWAII,HEPATITIS A,9,1.09
197119,IA,IOWA,HEPATITIS A,6,0.21
197119,ID,IDAHO,HEPATITIS A,7,0.92
197119,IL,ILLINOIS,HEPATITIS A,46,0.41
197119,IN,INDIANA,HEPATITIS A,9,0.17
197119,KS,KANSAS,HEPATITIS A,8,0.35
197119,KY,KENTUCKY,HEPATITIS A,20,0.6
197119,LA,LOUISIANA,HEPATITIS A,28,0.74
197119,MA,MASSACHUSETTS,HEPATITIS A,45,0.78
197119,MD,MARYLAND,HEPATITIS A,20,0.49
197119,ME,MAINE,HEPATITIS A,16,1.55
197119,MI,MICHIGAN,HEPATITIS A,103,1.14
197119,MN,MINNESOTA,HEPATITIS A,3,0.08
197119,MO,MISSOURI,HEPATITIS A,18,0.38
197119,MS,MISSISSIPPI,HEPATITIS A,4,0.17
197119,MT,MONTANA,HEPATITIS A,1,0.14
197119,NC,NORTH CAROLINA,HEPATITIS A,9,0.17
197119,ND,NORTH DAKOTA,HEPATITIS A,3,0.48
197119,NE,NEBRASKA,HEPATITIS A,6,0.39
197119,NH,NEW HAMPSHIRE,HEPATITIS A,9,1.15
197119,NJ,NEW JERSEY,HEPATITIS A,72,0.98
197119,NM,NEW MEXICO,HEPATITIS A,14,1.3
197119,NV,NEVADA,HEPATITIS A,12,2.19
197119,NY,NEW YORK,HEPATITIS A,116,0.63
197119,OH,OHIO,HEPATITIS A,55,0.51
197119,OK,OKLAHOMA,HEPATITIS A,11,0.41
197119,OR,OREGON,HEPATITIS A,19,0.86
197119,PA,PENNSYLVANIA,HEPATITIS A,37,0.31
197119,RI,RHODE ISLAND,HEPATITIS A,16,1.64
197119,SC,SOUTH CAROLINA,HEPATITIS A,5,0.18
197119,SD,SOUTH DAKOTA,HEPATITIS A,1,0.15
197119,TN,TENNESSEE,HEPATITIS A,23,0.56
197119,TX,TEXAS,HEPATITIS A,102,0.87
197119,UT,UTAH,HEPATITIS A,9,0.79
197119,VA,VIRGINIA,HEPATITIS A,30,0.62
197119,VT,VERMONT,HEPATITIS A,6,1.3
197119,WA,WASHINGTON,HEPATITIS A,20,0.58
197119,WV,WEST VIRGINIA,HEPATITIS A,5,0.28
197119,WY,WYOMING,HEPATITIS A,5,1.44
197120,AK,ALASKA,HEPATITIS A,3,0.92
197120,AL,ALABAMA,HEPATITIS A,1,0.03
197120,AR,ARKANSAS,HEPATITIS A,9,0.45
197120,AZ,ARIZONA,HEPATITIS A,18,0.9
197120,CA,CALIFORNIA,HEPATITIS A,189,0.92
197120,CO,COLORADO,HEPATITIS A,14,0.58
197120,CT,CONNECTICUT,HEPATITIS A,18,0.59
197120,DE,DELAWARE,HEPATITIS A,2,0.35
197120,FL,FLORIDA,HEPATITIS A,28,0.37
197120,GA,GEORGIA,HEPATITIS A,31,0.64
197120,HI,HAWAII,HEPATITIS A,64,7.73
197120,IA,IOWA,HEPATITIS A,6,0.21
197120,ID,IDAHO,HEPATITIS A,6,0.79
197120,IL,ILLINOIS,HEPATITIS A,40,0.36
197120,IN,INDIANA,HEPATITIS A,13,0.25
197120,KS,KANSAS,HEPATITIS A,10,0.44
197120,KY,KENTUCKY,HEPATITIS A,28,0.84
197120,LA,LOUISIANA,HEPATITIS A,3,0.08
197120,MA,MASSACHUSETTS,HEPATITIS A,42,0.73
197120,MD,MARYLAND,HEPATITIS A,13,0.32
197120,ME,MAINE,HEPATITIS A,3,0.29
197120,MI,MICHIGAN,HEPATITIS A,92,1.02
197120,MN,MINNESOTA,HEPATITIS A,4,0.1
197120,MO,MISSOURI,HEPATITIS A,23,0.48
197120,MS,MISSISSIPPI,HEPATITIS A,4,0.17
197120,MT,MONTANA,HEPATITIS A,4,0.56
197120,NC,NORTH CAROLINA,HEPATITIS A,28,0.53
197120,ND,NORTH DAKOTA,HEPATITIS A,1,0.16
197120,NE,NEBRASKA,HEPATITIS A,3,0.2
197120,NH,NEW HAMPSHIRE,HEPATITIS A,7,0.9
197120,NJ,NEW JERSEY,HEPATITIS A,52,0.71
197120,NM,NEW MEXICO,HEPATITIS A,7,0.65
197120,NV,NEVADA,HEPATITIS A,1,0.18
197120,NY,NEW YORK,HEPATITIS A,111,0.61
197120,OH,OHIO,HEPATITIS A,57,0.53
197120,OK,OKLAHOMA,HEPATITIS A,14,0.53
197120,OR,OREGON,HEPATITIS A,28,1.27
197120,PA,PENNSYLVANIA,HEPATITIS A,79,0.66
197120,RI,RHODE ISLAND,HEPATITIS A,18,1.85
197120,SC,SOUTH CAROLINA,HEPATITIS A,7,0.26
197120,TN,TENNESSEE,HEPATITIS A,26,0.63
197120,TX,TEXAS,HEPATITIS A,72,0.61
197120,UT,UTAH,HEPATITIS A,11,0.97
197120,VA,VIRGINIA,HEPATITIS A,59,1.22
197120,VT,VERMONT,HEPATITIS A,8,1.73
197120,WA,WASHINGTON,HEPATITIS A,27,0.78
197120,WI,WISCONSIN,HEPATITIS A,30,0.67
197120,WV,WEST VIRGINIA,HEPATITIS A,14,0.78
197121,AK,ALASKA,HEPATITIS A,2,0.62
197121,AL,ALABAMA,HEPATITIS A,7,0.2
197121,AR,ARKANSAS,HEPATITIS A,3,0.15
197121,AZ,ARIZONA,HEPATITIS A,11,0.55
197121,CA,CALIFORNIA,HEPATITIS A,213,1.03
197121,CO,COLORADO,HEPATITIS A,10,0.42
197121,CT,CONNECTICUT,HEPATITIS A,13,0.42
197121,DE,DELAWARE,HEPATITIS A,1,0.17
197121,FL,FLORIDA,HEPATITIS A,43,0.57
197121,GA,GEORGIA,HEPATITIS A,19,0.4
197121,IA,IOWA,HEPATITIS A,9,0.31
197121,ID,IDAHO,HEPATITIS A,8,1.05
197121,IL,ILLINOIS,HEPATITIS A,56,0.5
197121,IN,INDIANA,HEPATITIS A,32,0.6
197121,KS,KANSAS,HEPATITIS A,8,0.35
197121,KY,KENTUCKY,HEPATITIS A,17,0.51
197121,LA,LOUISIANA,HEPATITIS A,11,0.29
197121,MA,MASSACHUSETTS,HEPATITIS A,33,0.57
197121,MD,MARYLAND,HEPATITIS A,14,0.34
197121,ME,MAINE,HEPATITIS A,8,0.77
197121,MI,MICHIGAN,HEPATITIS A,85,0.94
197121,MN,MINNESOTA,HEPATITIS A,1,0.03
197121,MO,MISSOURI,HEPATITIS A,20,0.42
197121,MS,MISSISSIPPI,HEPATITIS A,5,0.22
197121,MT,MONTANA,HEPATITIS A,2,0.28
197121,NC,NORTH CAROLINA,HEPATITIS A,15,0.28
197121,ND,NORTH DAKOTA,HEPATITIS A,4,0.63
197121,NE,NEBRASKA,HEPATITIS A,1,0.07
197121,NH,NEW HAMPSHIRE,HEPATITIS A,9,1.15
197121,NJ,NEW JERSEY,HEPATITIS A,64,0.87
197121,NM,NEW MEXICO,HEPATITIS A,6,0.56
197121,NY,NEW YORK,HEPATITIS A,126,0.69
197121,OH,OHIO,HEPATITIS A,32,0.3
197121,OK,OKLAHOMA,HEPATITIS A,10,0.38
197121,OR,OREGON,HEPATITIS A,14,0.64
197121,PA,PENNSYLVANIA,HEPATITIS A,39,0.33
197121,RI,RHODE ISLAND,HEPATITIS A,1,0.1
197121,SC,SOUTH CAROLINA,HEPATITIS A,1,0.04
197121,SD,SOUTH DAKOTA,HEPATITIS A,3,0.44
197121,TN,TENNESSEE,HEPATITIS A,30,0.73
197121,TX,TEXAS,HEPATITIS A,40,0.34
197121,UT,UTAH,HEPATITIS A,16,1.41
197121,VA,VIRGINIA,HEPATITIS A,29,0.6
197121,VT,VERMONT,HEPATITIS A,3,0.65
197121,WA,WASHINGTON,HEPATITIS A,24,0.7
197121,WI,WISCONSIN,HEPATITIS A,5,0.11
197121,WV,WEST VIRGINIA,HEPATITIS A,11,0.61
197122,AL,ALABAMA,HEPATITIS A,2,0.06
197122,AR,ARKANSAS,HEPATITIS A,4,0.2
197122,AZ,ARIZONA,HEPATITIS A,21,1.05
197122,CA,CALIFORNIA,HEPATITIS A,173,0.84
197122,CO,COLORADO,HEPATITIS A,12,0.5
197122,CT,CONNECTICUT,HEPATITIS A,11,0.36
197122,DC,DISTRICT OF COLUMBIA,HEPATITIS A,6,0.81
197122,DE,DELAWARE,HEPATITIS A,4,0.7
197122,FL,FLORIDA,HEPATITIS A,50,0.67
197122,GA,GEORGIA,HEPATITIS A,8,0.17
197122,HI,HAWAII,HEPATITIS A,1,0.12
197122,IA,IOWA,HEPATITIS A,11,0.38
197122,ID,IDAHO,HEPATITIS A,10,1.31
197122,IL,ILLINOIS,HEPATITIS A,34,0.3
197122,IN,INDIANA,HEPATITIS A,16,0.3
197122,KS,KANSAS,HEPATITIS A,14,0.62
197122,KY,KENTUCKY,HEPATITIS A,11,0.33
197122,LA,LOUISIANA,HEPATITIS A,10,0.27
197122,MA,MASSACHUSETTS,HEPATITIS A,32,0.56
197122,MD,MARYLAND,HEPATITIS A,16,0.39
197122,ME,MAINE,HEPATITIS A,13,1.26
197122,MI,MICHIGAN,HEPATITIS A,80,0.89
197122,MN,MINNESOTA,HEPATITIS A,7,0.18
197122,MO,MISSOURI,HEPATITIS A,8,0.17
